X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE
767752.365015388,2949628.69745673,4428,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.087259,42.341191,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767730.79517664,2949616.56690356,4429,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.087339,42.341158,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767708.954997227,2949604.43503806,4430,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.08742,42.341125,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767687.384830385,2949592.30481298,4431,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.0875,42.341092,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767665.814991638,2949580.17425981,4432,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.08758,42.341059,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767644.245152891,2949568.04403472,4433,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.08766,42.341026,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767622.404645383,2949555.91216923,4434,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.087741,42.340993,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767600.834806636,2949543.78194414,4435,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.087821,42.34096,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767579.26463981,2949531.65171906,4436,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.087901,42.340927,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767557.422491893,2949519.88435414,4437,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.087982,42.340895,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767535.852325052,2949507.75412907,4438,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.088062,42.340862,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767514.282158226,2949495.62390397,4439,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.088142,42.340829,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767492.441650718,2949483.49236657,4440,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.088223,42.340796,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767470.871483892,2949471.36214148,4441,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.088303,42.340763,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767449.301317051,2949459.2319164,4442,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.088383,42.34073,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767427.731150225,2949447.10169131,4443,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.088463,42.340697,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767405.890642717,2949434.9701539,4444,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.088544,42.340664,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767384.320475891,2949422.8402569,4445,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.088624,42.340631,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767362.75030905,2949410.71003181,4446,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.088704,42.340598,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767340.909473464,2949398.5784944,4447,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.088785,42.340565,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767319.339306638,2949386.44859739,4448,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1,,-71.088865,42.340532,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767292.509307802,2949399.80290139,4449,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,OPERA PL,1,,-71.088964,42.340569,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,605,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767276.417804554,2949428.87961489,4450,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,OPERA PL,1,,-71.089023,42.340649,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,606,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767260.056288719,2949457.95501606,4451,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,OPERA PL,1,,-71.089083,42.340729,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767243.963473141,2949487.39623015,4452,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,OPERA PL,1,,-71.089142,42.34081,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767227.601629227,2949516.47130322,4453,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,OPERA PL,1,,-71.089202,42.34089,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767211.510454059,2949545.54801673,4454,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,OPERA PL,1,,-71.089261,42.34097,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767182.356640965,2949536.29705098,4455,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,ST S,OPERA PL,1,,-71.089369,42.340945,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,607,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767196.263765395,2949511.58286156,4456,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,ST S,OPERA PL,1,,-71.089318,42.340877,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767210.17088981,2949486.86900023,4457,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,ST S,OPERA PL,1,,-71.089267,42.340809,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,608,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766840.771038055,2949167.6770533,4458,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,FORSYTH ST,1,,-71.090639,42.339938,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,609,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766830.09225364,2949195.6868398,4459,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,FORSYTH ST,1,,-71.090678,42.340015,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766819.68413797,2949223.69761056,4460,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,FORSYTH ST,1,,-71.090716,42.340092,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766809.007322058,2949251.34289648,4461,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,FORSYTH ST,1,,-71.090755,42.340168,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766798.328865722,2949279.35268298,4462,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,FORSYTH ST,1,,-71.090794,42.340245,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766787.920750052,2949307.36345373,4463,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,FORSYTH ST,1,,-71.090832,42.340322,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766777.242293715,2949335.37324023,4464,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,FORSYTH ST,1,,-71.090871,42.340399,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766755.385053977,2949383.00831556,4465,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,SPEA,FORSYTH ST,1,,-71.090951,42.34053,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766744.70692572,2949411.01777397,4466,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,SPEA,FORSYTH ST,1,,-71.09099,42.340607,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766734.29881005,2949439.0288728,4467,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,SPEA,FORSYTH ST,1,,-71.091028,42.340684,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766723.620681807,2949467.0386593,4468,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,SPEA,FORSYTH ST,1,,-71.091067,42.340761,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766703.234239638,2949489.89983407,4469,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,SPEA,FORSYTH ST,1,,-71.091142,42.340824,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766691.019697145,2949443.55904748,4470,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.091188,42.340697,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,613,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766698.966531634,2949421.36716272,4471,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.091159,42.340636,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766707.181738302,2949399.54076281,4472,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.091129,42.340576,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766715.128572807,2949377.34887806,4473,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.0911,42.340515,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766723.073766887,2949355.5211658,4474,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.091071,42.340455,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766731.290942058,2949333.33059339,4475,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.091041,42.340394,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766739.237776548,2949311.13870864,4476,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.091012,42.340333,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766747.182970643,2949289.31132448,4477,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.090983,42.340273,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766755.129805133,2949267.11911164,4478,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.090954,42.340212,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766763.346980304,2949244.92853923,4479,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.090924,42.340151,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766771.292174384,2949223.10115506,4480,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.090895,42.340091,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766779.239336967,2949200.90927032,4481,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.090866,42.34003,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766787.454871714,2949179.08287039,4482,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.090836,42.33997,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
766795.401706219,2949156.89098564,4483,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1,,-71.090807,42.339909,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767642.115892053,2949449.23029597,4484,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,FORS,HUNTINGTON AV,1,,-71.08767,42.3407,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,615,615,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767661.259882644,2949459.89136389,4485,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,FORS,HUNTINGTON AV,1,,-71.087599,42.340729,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767678.509520054,2949470.90741798,4486,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,FORS,HUNTINGTON AV,1,,-71.087535,42.340759,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767697.667618215,2949478.65313739,4487,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,FORS,HUNTINGTON AV,1,,-71.087464,42.34078,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767715.455968469,2949490.03631672,4488,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,FORS,HUNTINGTON AV,1,,-71.087398,42.340811,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
767732.70396547,2949501.41719948,4489,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,FORS,HUNTINGTON AV,1,,-71.087334,42.340842,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
